Title,averageRating,voteCount
The Sisterhood of the Traveling Pants,6.5,1149
Adventures of a Mathematician,6.3,40
Dog Soldiers,6.7,679
Madea Goes to Jail,6.6,162
Seraphim Falls,6.4,462
The One I Love,6.9,574
Logan's Run,6.6,742
Asher,5.8,119
Joe Dirt,5.6,616
Vendetta,5.5,121
The Secret Garden,7.4,751
The Sound of 007,6,8
Naked Lunch,7,828
All Hallows' Eve 2,4.9,71
"The Death of ""Superman Lives"": What Happened?",6.8,115
Ash and Bone,4.5,2
Fat Albert,5.1,215
Behind the Curve,6.3,239
Comedy Central Roast of Justin Bieber,6.9,108
Meet the Blacks,4.8,244
Joshua Tree,6,114
Blown Away,6.1,431
Convoy,6.3,275
A Countess from Hong Kong,6.2,131
Broken Flowers,6.9,1072
Fantastic Fungi,7.3,104
Columbus,7,291
Frances Ha,7.4,1257
Exit Through the Gift Shop,7.6,736
Malice,6.2,361
The Haunting Hour: Don't Think About It,6.3,109
Grand Hotel,7,240
El cantante,7.1,88
The Straight Story,7.7,1216
Apollo 11,7.9,514
Confessions of a Teenage Drama Queen,5.6,772
The People Under the Stairs,6.6,525
The Meyerowitz Stories (New and Selected),6.5,994
Before Midnight,7.5,1935
Cowspiracy: The Sustainability Secret,7.7,426
Metro,5.7,445
Buffaloed,6.9,191
The Silence of the Lambs,8.3,13821
White Christmas,7.2,395
The Poseidon Adventure,5.5,86
Brokedown Palace,6.4,319
Skater Girl,7.4,122
My Bloody Valentine,6.5,335
Hairspray,6.9,340
Sharknado 5: Global Swarming,4.9,273
Saving Zoë,6.2,151
The Spy Who Came in from the Cold,7.1,217
Extortion,6.1,228
Jane Austen's Mafia!,5.4,148
Michael Jackson: Searching for Neverland,6.5,101
The Personal History of David Copperfield,6.5,370
Fool's Gold,5.7,1258
Carson and Cody: The Hunter Heroes,0,0
Rushmore,7.4,2056
Veronica Guerin,6.7,240
Leviathan,5.9,387
Superior Firepower: Making 'Aliens',7.6,17
Captain America: New World Order,0,0
iParty with Victorious,7.6,56
Superman vs. The Elite,6.9,321
Cow Belles,5.5,218
Harlem Nights,6.1,247
Bugsy,6.4,309
They Reach,7.4,66
Saving Silverman,5.5,431
Scoop,6.6,1401
Mackenna's Gold,6.6,139
Black Snake Moan,6.9,723
Goblin,4.9,26
Mutant Chronicles,5.2,379
Hazbin Hotel,7.5,37
Seven Years in Tibet,7.2,2344
Seven Brides for Seven Brothers,7.3,448
King of New York,6.7,493
Holiday Rush,5.6,188
The Swan Princess: Escape from Castle Mountain,6.1,253
Cucuy: The Boogeyman,7.1,69
Peterloo,6.9,111
The Diary of a Teenage Girl,6.6,636
My Cousin Vinny,7.5,1194
Birthday Girl,5.9,336
Red Nose Day Actually,7.2,230
Waterloo Bridge,7.6,113
10 Items or Less,6.3,190
All the President's Men,7.7,1461
Exodus,6.7,143
Under Suspicion,6.1,375
Sunrise: A Song of Two Humans,7.9,622
The Room,4.1,1175
The Immaculate Room,5.2,20
My Darling Clementine,7.5,305
Getaway,5.1,551
The Pick-up Artist,5.7,155
Madonna: Truth or Dare,6.3,123
Sky Captain and the World of Tomorrow,5.9,1057
Edge of Winter,5.9,147
Sheena,5.8,114
Laura,7.7,617
Black Friday,4.9,132
Black Beauty,6.8,301
Blood Quantum,5.8,126
Like Minds,6.3,85
JoJo Diaz vs William Zepeda,0,0
Turtles Forever,7.4,105
The Countess,5.9,129
The Riot Club,5.9,917
Win a Date with Tad Hamilton!,5.7,431
The Red Sea Diving Resort,6.9,689
The Vanishing,6.1,398
Get Carter,7,354
Casper Meets Wendy,6,333
The Last American Virgin,6.6,175
Byzantium,6.3,706
Revenge of the Pink Panther,6.5,329
Some Kind of Beautiful,5.6,507
"Yours, Mine & Ours",6.1,716
Gray's Anatomy,6.7,28
American Ninja 4: The Annihilation,5.3,120
The Drawn Together Movie: The Movie!,6.3,152
Milk Money,6.4,222
The Voices,6.2,1522
Wicked Little Things,5.7,214
Wild at Heart,7.1,1307
Great Balls of Fire!,6.3,262
Battlefield Earth,3.2,682
Adam Sandler: 100% Fresh,7.3,88
The Towering Inferno,7,717
A Fish Called Wanda,7.2,1752
Beastie Boys Story,7.7,101
Summit Fever,5.8,6
House of the Dead,3.2,309
The Delta Force,5.9,318
The Vikings,7.1,240
The Land Before Time IX: Journey to Big Water,6.2,177
Georgetown,5.9,124
Support Your Local Sheriff!,7,136
Son of the South,6.9,103
K-911,5.6,201
Shark Bait,5.1,203
Spirited,0,0
Dan in Real Life,6.5,1001
Doomsday Prophecy,4.1,73
Damsel,5.2,122
Snow Buddies,6.1,221
88 Minutes,5.7,910
A Mother on the Edge,6.8,9
"Godzilla, King of the Monsters!",6.7,184
The Open House,3.7,1240
Bombshell: The Hedy Lamarr Story,7,84
Waterloo,7.2,135
Man of the House,5.7,393
Breathless,5.9,193
"Good Luck Charlie, It's Christmas!",6.7,365
"Family Guy Presents: Something, Something, Something, Dark Side",7.3,116
Donkey's Christmas Shrektacular,5.8,137
Soft & Quiet,0,0
Point of No Return,6.2,554
Only God Forgives,5.9,2101
I'll Be Home for Christmas,5.8,251
The Kindred,6.5,91
Flag Day,5.9,90
Invader Zim: Enter the Florpus,7.5,185
Chasing Amy,6.8,1133
K-12,7.8,221
The Real Anthony Fauci,9,3
Once Upon a Forest,6.6,106
Jawbreaker,6.3,441
Now and Then,6.9,358
Weekend at Bernie's,6.4,823
Table 19,6,862
The Muppet Christmas Carol,7.4,733
Graveyard Shift,5.2,186
American Dreamz,5,252
"Planes, Trains and Automobiles",7.2,1516
One Night in Miami...,7.1,539
Another Me,5.3,215
This Is Spinal Tap,7.5,1145
Nitram,7,76
The Fresh Prince of Bel-Air Reunion,8.4,130
High Strung,7.1,853
Just Getting Started,4.8,197
Money Train,5.8,627
Capone,5.1,274
Tenderness,5.3,86
Last Train from Gun Hill,7,148
Jersey Girl,6.1,866
Che: Part Two,6.7,517
Mud,7.1,2409
My Son,6.2,306
Quick Change,6.7,283
Father Figures,5.8,553
Highlander: The Source,3.9,152
Top Five,6.2,397
Disconnect,7.1,974
11:14,6.8,673
Broken Blossoms,7,174
Deep Web,6.8,230
Abandoned,5,120
Escape to Victory,6.9,734
Rumble Fish,7,524
Boo! A Madea Halloween,5.7,375
The Night of the Hunter,7.9,1232
Ned Kelly,6,291
What Ever Happened to Baby Jane?,8,838
Flesh + Blood,6.5,280
Harsh Times,6.4,545
Misha and the Wolves,7.1,28
Summer Rental,6.2,151
The Car,6.3,214
Regression,5.6,1598
Escape the Field,5.2,35
Slow West,6.7,854
Laid to Rest,5.2,133
The Wilde Wedding,5.4,62
My Dog Skip,6.8,244
Young Guns,6.7,748
The Monkey's Paw,4.6,83
The Deep,6.1,178
The Accidental Husband,5.5,483
Lords of Chaos,6.7,329
Southbound,5.9,517
One Chance,6.7,240
Duma,7.3,161
Singles,6.4,300
Parenthood,6.7,515
The Cutting Edge: Chasing the Dream,6.9,153
The Aftermath,4.3,31
Dirty Dancing: Havana Nights,6.4,566
Stephanie,6.3,199
The Gambler,5.9,1168
Our Kind of Traitor,6,456
Celebrity,6,382
Absolute Power,6.6,866
Dogma,6.9,2094
The Laundromat,6,1018
Kind Hearts and Coronets,7.7,399
Prom Night,5.1,588
The Sun Is Also a Star,7,542
Michael Jackson's Thriller,8.1,466
The Little Stranger,5.7,219
Starter for 10,6.4,329
Bliss,5.4,39
Christmas in the Heartland,6.3,36
Dirty Work,6.1,197
Consenting Adults,5.3,121
Sharknado,3.9,1382
A Go! Go! Cory Carson Christmas,6.9,17
The Grand Seduction,6.7,252
Penthouse North,5.7,141
Whisper,6.6,223
Starsky & Hutch,5.8,1939
Cruise,6,70
The Switch,6.2,1620
The Swan Princess: The Mystery of the Enchanted Kingdom,6,222
Fur: An Imaginary Portrait of Diane Arbus,6.1,239
Sophie's Choice,7.4,714
Blame It on Rio,5.7,130
Them!,6.8,317
Ben Is Back,6.7,809
The Words,6.6,988
Dazed and Confused,7.4,1673
Faster Than Light: the Dream of Interstellar Flight,6,2
Nappily Ever After,7.2,767
Phineas and Ferb: Star Wars,7.1,156
Son in Law,6,227
Thunderbolt and Lightfoot,6.7,407
A Dark Song,6.2,374
Middle School: The Worst Years of My Life,6.9,359
Kickboxer: Vengeance,5,345
And So It Goes,6.1,403
The Cowboys,7.2,183
Fame,5.7,324
Bad Milo!,5.7,199
Session 9,6.1,746
Queen & Slim,7.2,550
Girl in the Box,6.9,96
Dylan Dog: Dead of Night,4.7,433
The Haunting of La Llorona,5.6,5
Ploey: You Never Fly Alone,6.3,73
Mudbound,7.4,1062
The Most Hated Woman in America,6.1,195
Silkwood,7,261
DragonHeart: A New Beginning,5.3,245
Hoffa,6.3,253
My Father's Dragon,0,0
The After Party,6.2,178
Dino Time,5.7,55
Incendiary,5.3,142
Love Story,6.8,561
Ginger Snaps Back: The Beginning,6.1,202
Back of the Net,6.8,89
Dear Frankie,7,160
Save Yourselves!,5.9,138
Death and the Maiden,7.1,398
Stray,5.8,34
From Beyond,6.6,411
Like Crazy,6.4,936
The Death of Stalin,7,1503
Hearts Beat Loud,7,216
East of Eden,7.6,591
Conor McGregor: Notorious,7,149
City of Lies,6.4,450
GirlHouse,6,241
Scaramouche,7.2,68
Deadly Friend,6.2,195
Allan Quatermain and the Lost City of Gold,4.8,207
Made in Italy,6,198
Driven,5.2,594
Blithe Spirit,5.7,126
The D Train,4.8,196
PAW Patrol: The Mighty Movie,0,0
The Misfits,7,280
The Roaring Twenties,7.5,168
The Maiden Heist,5.7,266
The Mission,7.4,1143
Gray Matters,5.8,100
The Great Gatsby,6.3,393
This Is It,7.2,769
The Producers,6.1,393
Homeward Bound II: Lost in San Francisco,6.5,390
The Cowboy Way,5.6,118
Toys,5.2,449
The Whole Ten Yards,5.7,795
Bloody Hell,6.5,144
An Autumn Romance,7.5,102
Zipper,5.6,136
Jungle 2 Jungle,5.3,401
Mosul,7.1,109
Can't Buy Me Love,7,553
The Fan,5.9,640
Buddy Games,5.3,174
Draft Day,6.7,778
Private School,5.4,128
Mickey Blue Eyes,5.7,466
FernGully: The Last Rainforest,6.3,463
Lord of Illusions,6,256
Herbie Goes Bananas,5.2,180
The Queen,7,1066
Life on the Line,5.8,184
Freedom Fighters: The Ray,6.2,69
The Missing,6.3,501
Cosmopolis,5.7,1061
Charlie Says,5.9,170
The Fifth Estate,6,878
Keeping Mum,6.6,473
Swallow,6.7,522
Somewhere in Time,7.5,440
The Muppets Take Manhattan,6.5,299
Scanners,6.7,928
Tristan & Isolde,6.7,699
Cabin Fever,4.6,354
Black Moon Rising,5.6,108
Like.Share.Follow.,5.2,118
Bionicle: The Legend Reborn,5.8,101
Force 10 from Navarone,6.2,229
Once,7.4,1098
Animal Farm,5.8,114
The Reckoning,6.6,152
One-Eyed Jacks,6.7,161
Coming Home in the Dark,5.6,105
Slaughterhouse Rulez,5.6,349
Blood Simple,7.3,1089
Clemency,6.6,77
Heartbeats,6.7,104
Belly of the Beast,4.9,109
The Return,5.9,494
54,5.8,395
My Mom's New Boyfriend,5.3,190
All Roads Lead to Rome,5,214
Dom Hemingway,5.8,441
Pistol Whipped,5.5,117
The Devil Below,5.1,69
Hamlet,7.5,191
Marvel Studios Assembled: The Making of Doctor Strange in the Multiverse of Madness,6.6,16
The Last Days of American Crime,6.7,754
Die Päpstin,6.9,294
Minamata,7,183
Trespass,6.3,143
Music,5.6,112
American Outlaws,6,191
Weird: The Al Yankovic Story,6,2
Mega Piranha,3.3,127
Spanking the Monkey,5.6,62
The Librarian: The Curse of the Judas Chalice,6.2,399
End of a Gun,5,61
Takedown,6.2,131
Trespassers,5.2,41
Date and Switch,5.8,212
Turner & Hooch,6.4,1067
The Fighting Temptations,5.7,112
Muppets from Space,6.1,268
Summerland,7.6,147
American Traitor: The Trial of Axis Sally,6.1,42
On the Waterfront,8,1237
When a Man Loves a Woman,6.5,276
Steel Magnolias,7.2,534
A Hologram for the King,5.8,971
Battlestar Galactica: Razor,7.1,321
Falling,6.6,150
High Noon,7.7,1141
Jane Eyre,7.3,1266
Skipping Stones,6.2,5
Big Miracle,6.6,418
The 2nd,5.6,96
Camp Confidential: America's Secret Nazis,7,19
Monte Walsh,6.1,32
Dark Places,5.9,1111
The Other Lamb,5.9,136
Forsaken,6,284
The Great Raid,6.6,284
The Man with the Golden Arm,7.2,171
Always Be My Maybe,6.6,1156
The Prince & Me,6.2,875
Super Monsters Furever Friends,5.9,10
Hell House LLC,6.6,270
Whiskey Tango Foxtrot,6.3,815
Little Evil,5.6,811
Kim Possible: So the Drama,7,149
Antrum,5.9,244
American Mary,6.1,411
The Cutting Edge,7.2,266
Up in Smoke,6.8,463
Elliot: The Littlest Reindeer,6.2,57
Into the Grizzly Maze,5.4,222
K-9: P.I.,5.8,144
The Big Wedding,5.9,1028
Death Wish 3,6.2,312
A Royal Seaside Romance,7.1,7
Rabbit-Proof Fence,7,277
Elizabethtown,6.2,941
Tank Girl,5.5,377
Charlotte's Web,6.7,313
The 6th Man,6.2,139
About Schmidt,6.8,1016
"Yours, Mine and Ours",6.8,103
The Chase,7.1,223
Effie Gray,5.9,155
See Spot Run,5.9,185
The Rookie,5.9,430
Murder to Mercy - The Cyntoia Brown Story,7.1,90
A Madea Family Funeral,5.9,460
Gretel & Hansel,6,1187
The Opposite of Sex,6.2,170
Blood and Chocolate,5.5,249
Marvel One-Shot: Item 47,6.5,407
A Christmas Carol,6.9,154
Phenomenon,6.3,928
Partly Cloudy,7.8,884
The Great Gilly Hopkins,6.6,210
The Beast of War,7.1,142
"New York, I Love You",5.9,439
Feels Like Euphoria,5.1,5
The Taking of Pelham One Two Three,7.5,359
Love the Coopers,6,682
Megaboa,6.5,383
Summer of '42,6.7,120
The Exterminator,5.5,94
Vampire's Kiss,5.9,288
My Week with Marilyn,6.7,1129
Death Ship,5.4,101
"The Cook, the Thief, His Wife & Her Lover",7.4,474
Moonstruck,6.9,716
The Contractor,5.6,122
The Lodgers,5,434
Dangerous Lies,6.4,400
This Little Love of Mine,6.2,111
COVID-21: Lethal Virus,5.6,225
Mythica: A Quest for Heroes,6,124
Shrooms,4.9,316
Elvis & Anabelle,6.9,79
Body of Evidence,4.9,246
Air Buddies,5.9,280
Breaking Boundaries: The Science of Our Planet,7.7,45
Hardball,6.4,410
Love & Basketball,7.5,365
The 51st State,6.1,481
Adventures of Rufus: The Fantastic Pet,5.4,7
Wild Target,6.4,583
All the Right Moves,5.7,208
The Watcher,5,404
Escape to Athena,5.7,83
Three Identical Strangers,7.4,558
Nowhere Boy,7.2,712
Trees Lounge,6.9,142
Fright Night 2: New Blood,4.8,235
Ms .45,6.6,251
Leaves of Grass,6,355
Starred Up,7.1,817
Death Hunt,4.5,2
The Lie,6.3,548
American Virgin,5,120
Being There,7.6,770
Lady in the Water,5.6,1148
Joyful Noise,6.5,130
Freelancers,5.1,184
The Comancheros,6.8,146
Hitchcock,6.5,1298
Chuck,6.2,124
Sharknado 2: The Second One,4.6,566
The Land Before Time III: The Time of the Great Giving,6.2,329
Joshua,5.6,223
Ali G Indahouse,6.1,1132
Excalibur,7,796
Witness for the Prosecution,8.2,1046
Safe,6.9,217
Alice in Wonderland,6.3,303
Red Rocket,6.8,229
Elizabeth Harvest,6.2,257
Wander,5.4,237
Summer '03,5.8,188
Trance,6.6,1917
Derailed,5,220
What's Love Got to Do with It,7,224
Beowulf,4.3,183
Time Lapse,6.5,1039
Freeway,6.4,281
DeVour,5.4,85
Shirley,6.2,126
The Cheetah Girls 2,6.3,365
Soapdish,6.2,209
The Notorious Bettie Page,6.3,120
Sudden Impact,6.6,709
Bucky Larson: Born to Be a Star,4.4,145
Untold: Malice at the Palace,7.1,70
Dying of the Light,4.7,270
Wuthering Heights,5.9,194
Time Bandits,6.6,800
Highwaymen,5.7,174
The Third Man,8,1443
Kim Possible: A Sitch In Time,6.8,153
Soul Survivors,4.6,145
The Gold Rush,8,1251
The Runaways,6.5,685
The Fly,7.1,416
Harry and the Hendersons,6,566
Fair Game,5,238
The English Teacher,5.7,311
A Farewell to Ozark,6.6,11
Wilde,6.6,227
Beyond a Reasonable Doubt,5.7,247
Enemies Closer,5.3,138
The Contract,5.7,417
Finding Your Feet,7.2,146
"The Looney, Looney, Looney Bugs Bunny Movie",7.2,117
A Dangerous Method,6.3,1786
LEGO DC Comics Super Heroes: Batman Be-Leaguered,6.8,110
Soul Men,6.2,128
Come Away,5.9,222
Dark Blue,6.2,242
Bunraku,5.9,259
Whale Rider,7.2,309
Wolf,5.2,37
Analyze This,6.5,1531
Monsters of Man,6.5,256
Best Player,6.4,148
Not Without My Daughter,6.6,241
In the Name of the Father,7.9,1420
First Sunday,5.7,200
Radio Silence,5.4,65
Bare Sex,8,29
The Beta Test,6.3,114
The Dark,6.1,155
Equity,5.6,81
Proof of Life,6.1,656
Dracula III: Legacy,5,81
Mr. Holland's Opus,7,331
Boys Don't Cry,7.4,1100
Army of One,5.3,240
Johnson Family Vacation,5.5,151
Uncommon Valor,6.2,148
"Silent Night, Deadly Night",5.8,265
Take Shelter,7.1,1425
"Sabrina, Down Under",6.1,85
12 Dates of Christmas,6.1,211
Troll,4.9,155
Jumpin' Jack Flash,6.2,282
Ghost Shark,5.1,123
The Deep End of the Ocean,6.3,269
Exotica,6.6,224
The Tempest,5.4,96
The Golden Voyage of Sinbad,6.6,170
Sugar & Spice,6.4,219
Resident Evil: Extinction,6.3,3513
Carnage,7.2,2529
Manou the Swift,6.6,60
The Gallows Act II,5,69
Let's Go to Prison,5.7,233
A Wizard's Tale,5.9,55
Gambit,5.4,557
Renegade,6,135
The Swan Princess Christmas,6.1,42
The Gauntlet,6.6,415
The Birth of a Nation,6.1,424
Dick Tracy,6.1,775
Sicko,7.4,605
The Return of Swamp Thing,5.6,187
Touching the Void,7.5,328
Dumplin',6.8,1261
Grabbers,6.1,363
High Anxiety,6.4,261
Lord of the Flies,6.7,428
iCarly: iGo to Japan,6.8,147
Beautiful Boy,6.1,81
Pitch Black,6.8,3791
The Next Best Thing,5.2,162
Meru,7.4,200
Final Analysis,5.7,215
Crip Camp: A Disability Revolution,7.2,115
Winter's Bone,6.8,1467
A Cinderella Christmas,6.8,201
Monkeybone,5.2,269
War Machine,5.6,955
Raising Arizona,7,1689
Closing the Ring,6.2,77
Tragedy Girls,6,249
Pretty in Pink,6.8,920
Extreme Prejudice,6.1,115
Into the Inferno,7,172
Darkness,5.7,315
Into the Sun,4.3,118
Hell House LLC II: The Abaddon Hotel,5.7,91
Lucky,7.3,457
A Charlie Brown Christmas,7.7,517
The Beastmaster,6.4,302
Kevin & Perry Go Large,4.9,114
Jay and Silent Bob Reboot,5.6,393
Animal Kingdom,6.8,657
Mission: Impossible - Dead Reckoning Part Two,0,0
The Fountain,6.9,2303
The Bachelors,7.1,131
Dolan's Cadillac,5.7,108
Forever Young,6.5,732
Backdraft,6.7,1150
The Ox-Bow Incident,7.8,284
Fantastic Four,0,0
Love on Safari,6.6,66
A Flintstones Christmas Carol,6.6,113
Dave,6.7,613
On the Line,0,0
She Dies Tomorrow,5.3,111
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,7,39
Six Minutes to Midnight,6.3,130
SPF-18,4.4,1000
Piper,8.2,1403
The East,6.5,650
Frank & Lola,5.6,156
The Island of Dr. Moreau,5.5,114
Sorry to Bother You,6.9,1248
The Crucible,6.6,429
The Crimson Pirate,7,102
Reality Bites,6.6,587
The Operative,5.8,155
The Lady in the Van,6.4,627
Malicious,5.8,137
Flesh Gordon,4.8,72
The Overnight,6,285
Love Happens,5.9,570
Breach,6.6,472
Stan & Ollie,7,894
St Trinian's 2: The Legend of Fritton's Gold,5.6,189
Austenland,6.4,379
Sand Sharks,3.9,104
Cherry Falls,5.2,222
Wasp Network,6.1,299
Sofia the First: The Floating Palace,6.9,62
Bel Ami,5.2,454
The Ambulance,5.8,77
Silver Streak,6.7,254
The Homesman,6.6,681
R.I.P.D. 2: Rise of the Damned,0,0
Earthquake Bird,5.9,363
Little Giants,6.4,358
2001 Maniacs,5.3,209
X-Men Origins: Wolverine,6.2,9233
Pink Cadillac,5.4,173
My Fair Lady,7.6,1052
The Gateway,5.4,38
The Trust,5.1,396
Anonymous,6.4,630
The Way,7.1,484
Fort Apache,7,275
The Best Man Holiday,6.5,219
Revenge of the Ninja,6.3,98
Malibu Rescue,6.4,174
Bad Moon,6.8,195
Taking Woodstock,6.2,357
Bionicle: Mask of Light,6.3,135
Balls of Fury,5.2,433
The Courier,4.9,92
A Serious Man,6.8,1718
Whatever It Takes,5.9,229
The Man Who Knew Too Little,6.4,391
LEGO Jurassic World: The Indominus Escape,5.7,74
Malibu Shark Attack,3.9,62
The Secrets We Keep,6.1,195
The Crow: City of Angels,5.5,413
Ca$h,5.9,198
Gosford Park,6.9,897
Alpha House,4.6,62
Power Rangers Samurai: Clash of the Red Rangers - The Movie,7.3,77
Because I Said So,5.9,545
Edge of the World,5.7,35
Silent Hill: Creating the Experience,0,0
Tell Me How I Die,5.5,182
Scooby-Doo! Meets the Boo Brothers,7.3,195
Resolution,6.4,296
Alexander the Great,5.8,68
Second in Command,5.7,130
Don't Tell Mom the Babysitter's Dead,6.1,338
Stonewall,6.2,112
Frequently Asked Questions About Time Travel,6.9,463
The African Queen,7.4,736
Bottle Rocket,6.7,860
Boa vs. Python,5,100
The Secret: Dare to Dream,7.3,456
Raw Justice,4.5,21
God's Country,5.9,8
The Philadelphia Story,7.7,688
Pink Flamingos,6.2,383
Mrs. Miracle,6,86
The Batman Superman Movie: World's Finest,7.3,202
Kalifornia,6.5,619
Santa Paws 2: The Santa Pups,6.1,87
One Night Stand,5.8,90
Ice Sharks,5,91
Rollerball,4,394
This Boy's Life,7.1,801
River Runs Red,5.6,96
The Show,5.7,20
Carrie Pilby,6.9,364
Man Down,6.2,219
Daddy's Perfect Little Girl,5.3,3
Tromeo & Juliet,6.1,109
Nothing to Lose,6.5,488
My Summer of Love,6.2,208
Contracted,5.3,428
How to Steal a Million,7.5,473
Return of the Living Dead: Rave to the Grave,5.3,158
So I Married an Axe Murderer,6.1,324
Because of Winn-Dixie,6.4,189
Samsara,8.1,494
100 Feet,5.5,243
Once Were Warriors,7.4,319
Luxor,7.5,10
Appointment with Death,6,81
Secrets & Lies,7.6,481
"Synecdoche, New York",7.7,1146
Have a Good Trip: Adventures in Psychedelics,6.8,137
Halloween: The Inside Story,7.4,17
Baby Geniuses,4.1,309
Saving Face,7.4,149
Ladder 49,6.4,650
Ghost Dad,5.1,172
The Driver,7.2,310
Deadfall,5.9,568
Supernova,5,303
Coffy,6.7,179
Happily N'Ever After 2,4.6,179
Christmas at Pemberley Manor,6.4,58
Foxcatcher,6.7,2008
Resurrection,6.1,193
Running Scared,7,861
Supercross,6.3,117
Murder Ahoy,7,101
Midnight Special,6.2,1653
50 to 1,6.7,57
The Alamo,7.2,275
Over Her Dead Body,5.5,394
Alpha Dog,6.6,1166
The Prince & Me 2: The Royal Wedding,5.7,208
Trafficked,6.9,62
Akeelah and the Bee,7,273
The Mother,6.2,42
Outside In,6.2,78
The Lifeguard,5.4,247
The Quiet,6.2,205
A Fairly Odd Christmas,5.3,64
Knock Off,5.1,270
Love Potion No. 9,6.2,230
The Heart Is Deceitful Above All Things,5.9,127
The Apocalypse,3.8,13
The Gateway,6,42
My Tutor,5,50
Truth or Dare,5.4,108
Adventures in Public School,6.6,75
New Jack City,6.6,417
Guess Who's Coming to Dinner,7.6,661
Street Gang: How We Got to Sesame Street,7.1,16
The Marksman,5.5,108
The Wanderers,7.1,148
Jodorowsky's Dune,7.9,508
Haunter,6.1,476
3000 Miles to Graceland,5.8,527
Devotion,0,0
Batman vs. Two-Face,6.4,140
Working Girl,6.6,756
I Hope They Serve Beer in Hell,5,61
Slaughterhouse-Five,6.4,173
A Christmas Carol,7.1,97
The Thing About Harry,7.1,161
Young Adam,5.9,135
Father of the Year,5.4,403
Safety Not Guaranteed,6.8,1210
Hatari!,6.6,182
Elvira's Haunted Hills,5.4,83
All Cheerleaders Die,5.3,344
Nim's Island,5.9,1011
Mutafukaz,7.1,233
Tom and Jerry: Back to Oz,5.6,35
Dr. Dolittle: Tail to the Chief,5.6,156
Class,5.9,130
Dr. Jekyll and Mr. Hyde,7.3,207
Quatermass 2,6.5,102
The Meaning of Life,7.3,1531
The Bling Ring,5.4,2789
Cutthroat Island,5.8,437
Dragonfly,6.5,723
Little Big Mouth,5.4,26
For Greater Glory: The True Story of Cristiada,6.8,129
The Letter,7.4,163
Love & Sex,6.2,100
Valentine,5.4,440
The Squid and the Whale,7,751
Joe Dirt 2: Beautiful Loser,5,128
Abattoir,4.3,117
Down and Out in Beverly Hills,5.9,207
Lovestruck: The Musical,6.6,138
Baby Mama,5.9,560
Honey Boy,7.1,546
Novocaine,6,114
Lost River,5.8,530
Iceman,6.2,103
Black Widow,6.2,160
Harper,6.7,132
Venus,6.6,111
Babyteeth,6.9,250
Rabid,6.5,371
Milk,7.3,1874
The Invisible Man,7.5,616
The Quiet Earth,6.6,439
Lizzie,6.3,203
Extreme Movie,4.6,142
Citizen X,7.3,238
Finding Steve McQueen,6.3,87
Mega Shark vs. Crocosaurus,4,144
Marty,7.5,285
Zulu,7.4,407
The Breed,5.3,295
The Estate,0,0
American Ninja 5,4.8,93
Seberg,5.9,188
The Chipmunk Adventure,6.8,89
The Champ,7,164
A Return to Salem's Lot,6,204
Black Eagle,5,190
For Love or Money,6.2,295
Rogue Agent,6.5,46
Testament of Youth,7.3,685
The Satanic Rites of Dracula,5.6,100
Mixed Nuts,5.4,144
Scream,4.2,37
The Wraith,6.4,344
The Sisters Brothers,6.8,1648
Deadlock,5.9,47
Return to Sender,6.1,997
Burning Bright,6.3,223
The Kid,5.9,243
Summer in February,5.5,100
1492: Conquest of Paradise,6.2,676
Star Trek VI: The Undiscovered Country,7,1019
Hamlet,7.5,392
40 y 20,9.3,6
Valley Girl,6,164
The Benefactor,4.9,223
Jack Brooks: Monster Slayer,5.7,135
This Is Where I Leave You,6.6,1122
Starlet,6.9,125
Recoil,6.1,144
Monkey Trouble,5.7,157
Zabriskie Point,7.1,326
Hotel Transylvania: Puppy!,6.5,149
Fools Rush In,6.4,428
Boarding School,6.4,192
The Handmaid's Tale,6.1,165
I Know Who Killed Me,4.5,312
Suck,6.4,109
Macbeth,7.1,223
The Little Mermaid II: Return to the Sea,6.4,1478
31,5.4,667
Prizzi's Honor,6.4,292
Tarantula,6.4,206
Chances Are,6.7,226
Touch of Evil,7.8,1158
The Message,7.3,272
Werewolves of the Third Reich,3.4,14
The Factory,5.7,241
The Prom,6.2,592
Song to Song,5.4,752
Home Sweet Hell,5.4,393
Cemetery Junction,6.5,235
Paris Is Burning,8.1,391
Coma,6.8,314
Shifter,3.5,9
Cowboys,6.2,34
Batman: Year One,7.3,776
The Nutty Professor,6.6,323
Octonauts and the Caves of Sac Actun,6.6,27
Alex Strangelove,6.6,1438
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,7.2,107
Dark Desire,5.3,10
All About Anna,3.5,84
Replicant,5.8,379
The Emerald Forest,6.7,188
Thirteen at Dinner,5.3,48
The Entitled,6.1,122
Michael,5.7,520
House Arrest,5.1,107
Red Planet,5.7,856
It Stains the Sands Red,5.6,181
The Flight of the Phoenix,7.2,246
Close My Eyes,6.2,46
Bokeh,5.4,216
Lion of the Desert,7.3,127
The Girlfriend Experience,5,240
What Keeps You Alive,5.8,207
The Catcher Was a Spy,6.3,236
Action Point,5.4,297
Summer Catch,5.4,157
Never Die Alone,5.5,97
Saints and Soldiers: Airborne Creed,5.5,64
Cat Ballou,6.5,185
The Sisterhood of the Traveling Pants 2,6.2,703
The Ouija Experiment 2: Theatre of Death,4.4,75
Puppet Master II,6.2,135
Barry Lyndon,8,2304
